prvdr_num,hospital_name,address,city,state,zip_code,lat,lon
50688,ST LOUISE REGIONAL HOSPITAL,"9400 NO NAME UNO GILROY, CA",GILROY,CA,95020,37.03511,-121.573038
50689,SAN RAMON REGIONAL MEDICAL CTR,"6001 NORRIS CANYON ROAD SAN RAMON, CA",SAN RAMON,CA,94583,37.775988,-121.959274
50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,"401 BICENTENNIAL WAY SANTA ROSA, CA",SANTA ROSA,CA,95403,38.470217,-122.724316
50696,KECK HOSPITAL OF USC,"1500 SAN PABLO ST LOS ANGELES, CA",LOS ANGELES,CA,90033,34.062168,-118.203234
50697,PATIENTS' HOSPITAL OF REDDING,"2900 EUREKA WAY REDDING, CA",REDDING,CA,96001,40.58549,-122.416264
50701,SOUTHWEST HEALTHCARE SYSTEM,"25500 MEDICAL CENTER DRIVE MURRIETA, CA",MURRIETA,CA,92562,33.557832,-117.184346
50704,MISSION COMMUNITY HOSPITAL,"14850 ROSCOE BLVD PANORAMA CITY, CA",PANORAMA CITY,CA,91402,34.221494,-118.456802
50708,FRESNO SURGICAL HOSPITAL,"6125 NORTH FRESNO ST FRESNO, CA",FRESNO,CA,93710,36.824644,-119.781416
50709,DESERT VALLEY HOSPITAL,"16850 BEAR VALLEY RD VICTORVILLE, CA",VICTORVILLE,CA,92395,34.470911,-117.297099
50710,KAISER FOUNDATION HOSPITAL - FRESNO,"7300 NORTH FRESNO ST FRESNO, CA",FRESNO,CA,93720,36.84278,-119.783436
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,"2900 CHANTICLEER AVENUE SANTA CRUZ, CA",SANTA CRUZ,CA,95065,36.987865,-121.97818
50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,"1011 BALDWIN PARK BLVD BALDWIN PARK, CA",BALDWIN PARK,CA,91706,34.064642,-117.984646
50724,BAKERSFIELD HEART HOSPITAL,"3001 SILLECT AVENUE BAKERSFIELD, CA",BAKERSFIELD,CA,93308,35.386106,-119.040847
50726,STANISLAUS SURGICAL HOSPITAL,"1421 OAKDALE ROAD MODESTO, CA",MODESTO,CA,95355,37.664558,-120.957516
50727,COMMUNITY HOSPITAL OF LONG BEACH,"1720 TERMINO AVENUE LONG BEACH, CA",LONG BEACH,CA,90804,33.788231,-118.145886
50735,WHITTIER HOSPITAL MEDICAL CENTER,"9080 COLIMA RD WHITTIER, CA",WHITTIER,CA,90605,33.950748,-118.005114
50736,MONTEREY PARK HOSPITAL,"900 S ATLANTIC BLVD MONTEREY PARK, CA",MONTEREY PARK,CA,91754,34.049769,-118.138751
50737,GARFIELD MEDICAL CENTER,"525 N GARFIELD AVE MONTEREY PARK, CA",MONTEREY PARK,CA,91754,34.067864,-118.122906
50738,GREATER EL MONTE COMMUNITY HOSPITAL,"1701 SANTA ANITA AVE SOUTH EL MONTE, CA",SOUTH EL MONTE,CA,91733,34.048705,-118.042452
50739,CENTINELA HOSPITAL MEDICAL CENTER,"555 EAST HARDY STREET INGLEWOOD, CA",INGLEWOOD,CA,90301,33.949086,-118.348214
50740,MARINA DEL REY HOSPITAL,"4650 LINCOLN BLVD MARINA DEL REY, CA",MARINA DEL REY,CA,90291,33.981732,-118.440154
50742,OLYMPIA MEDICAL CENTER,"5900 WEST OLYMPIC BOULEVARD LOS ANGELES, CA",LOS ANGELES,CA,90036,34.057527,-118.359857
50744,ANAHEIM GLOBAL MEDICAL CENTER,"1025 S ANAHEIM BLVD ANAHEIM, CA",ANAHEIM,CA,92805,33.820566,-117.909002
50745,CHAPMAN GLOBAL MEDICAL CENTER,"2601 E CHAPMAN AVE ORANGE, CA",ORANGE,CA,92869,33.787878,-117.827058
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,"1001 NORTH TUSTIN AVENUE SANTA ANA, CA",SANTA ANA,CA,92705,33.753636,-117.834209
50747,SOUTH COAST GLOBAL MEDICAL CENTER,"2701 S BRISTOL ST SANTA ANA, CA",SANTA ANA,CA,92704,33.710682,-117.88541
50748,KAISER FOUNDATION HOSPITAL MANTECA,"1777 WEST YOSEMITE AVE MANTECA, CA",MANTECA,CA,95337,37.797371,-121.246183
50751,MIRACLE MILE MEDICAL CENTER,"6000 SAN VICENTE BLVD LOS ANGELES, CA",LOS ANGELES,CA,90036,34.057352,-118.361983
50754,MENLO PARK SURGICAL HOSPITAL,"570 WILLOW ROAD MENLO PARK, CA",MENLO PARK,CA,94025,37.462043,-122.159517
50755,SHERMAN OAKS HOSPITAL,"4929 VAN NUYS BLVD SHERMAN OAKS, CA",SHERMAN OAKS,CA,91403,34.15981,-118.448705
50757,ALVARADO HOSPITAL MEDICAL CENTER,"6655 ALVARADO ROAD SAN DIEGO, CA",SAN DIEGO,CA,92120,32.777136,-117.056602
50758,MONTCLAIR HOSPITAL MEDICAL CENTER,"5000 SAN BERNARDINO ST MONTCLAIR, CA",MONTCLAIR,CA,91763,34.077662,-117.696098
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,"4501 SAND CREEK ROAD ANTIOCH, CA",ANTIOCH,CA,94531,37.949469,-121.774824
50761,PROVIDENCE TARZANA MEDICAL CENTER,"18321 CLARK STREET TARZANA, CA",TARZANA,CA,91356,34.169777,-118.53183
50763,SILVER LAKE MEDICAL CENTER,"1711 WEST TEMPLE STREET LOS ANGELES, CA",LOS ANGELES,CA,90026,34.06879,-118.26356
50764,SHASTA REGIONAL MEDICAL CENTER,"1100 BUTTE ST REDDING, CA",REDDING,CA,96001,40.585376,-122.386683
50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,"27300 IRIS AVENUE MORENO VALLEY, CA",MORENO VALLEY,CA,92555,33.895697,-117.187121
50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,"455 PLUMAS BLVD YUBA CITY, CA",YUBA CITY,CA,95991,39.132167,-121.613603
50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,"1 QUALITY DRIVE VACAVILLE, CA",VACAVILLE,CA,95688,38.390073,-121.936776
50769,HOAG ORTHOPEDIC INSTITUTE,"16250 SAND CANYON AVENUE IRVINE, CA",IRVINE,CA,92618,33.66095,-117.774478
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,"28062 BAXTER ROAD MURRIETA, CA",MURRIETA,CA,92563,33.613435,-117.168923
50771,COAST PLAZA HOSPITAL,"13100 STUDERBAKER ROAD NORWALK, CA",NORWALK,CA,90650,33.912428,-118.099156
50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,"1600 EUREKA ROAD ROSEVILLE, CA",ROSEVILLE,CA,95661,38.746698,-121.247166
50773,SAN LEANDRO HOSPITAL,"13855 E 14TH STREET SAN LEANDRO, CA",SAN LEANDRO,CA,94578,37.714632,-122.141973
50775,TEMECULA VALLEY HOSPITAL,"31700 TEMECULA PKWY TEMECULA, CA",TEMECULA,CA,92592,33.47929,-117.105744
50776,COLLEGE MEDICAL CENTER,"2776 PACIFIC AVENUE LONG BEACH, CA",LONG BEACH,CA,90806,33.807201,-118.193721
50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,"2500 MERCED STREET SAN LEANDRO, CA",SAN LEANDRO,CA,94577,37.706524,-122.169447
50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,"11234 ANDERSON STREET SUITE A LOMA LINDA, CA",LOMA LINDA,CA,92354,34.049507,-117.261117
50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL","1680 EAST 120TH STREET LOS ANGELES, CA",LOS ANGELES,CA,90059,33.924361,-118.244331
50780,FOOTHILL REGIONAL MEDICAL CENTER,"14662 NEWPORT AVE TUSTIN, CA",TUSTIN,CA,92780,33.730773,-117.829485
50781,SONOMA WEST MEDICAL CENTER,"501 PETALUMA AVENUE SEBASTOPOL, CA",SEBASTOPOL,CA,95472,38.397139,-122.820437
50782,CASA COLINA HOSPITAL,"255 E BONITA AVE POMONA, CA",POMONA,CA,91767,34.096242,-117.746861
51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,"500 FIRST AVENUE PORTOLA, CA",PORTOLA,CA,96122,39.806144,-120.463129
51301,ADVENTIST HEALTH TEHACHAPI VALLEY,"115 WEST E STREET TEHACHAPI, CA",TEHACHAPI,CA,93561,35.130061,-118.44896
51302,SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET LONE PINE, CA",LONE PINE,CA,93545,36.608374,-118.058159
51303,MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660 MAMMOTH LAKES, CA",MAMMOTH LAKES,CA,93546,37.645071,-118.963911
51304,JOHN C FREMONT HEALTHCARE DISTRICT,"5189 HOSPITAL ROAD MARIPOSA, CA",MARIPOSA,CA,95338,37.500531,-119.976948
51305,MAYERS MEMORIAL HOSPITAL,"43563 HWY 299 EAST FALL RIVER MILLS, CA",FALL RIVER MILLS,CA,96028,41.023968,-121.424651
51306,GLENN MEDICAL CENTER,"1133 W SYCAMORE ST WILLOWS, CA",WILLOWS,CA,95988,39.520467,-122.20812
51307,CATALINA ISLAND MEDICAL CENTER,"100 FALLS CANYON ROAD AVALON, CA",AVALON,CA,90704,33.339079,-118.330477
51308,SURPRISE VALLEY COMMUNITY HOSPITAL,"741 NORTH MAIN STREET CEDARVILLE, CA",CEDARVILLE,CA,96104,41.531931,-120.171899
51309,JEROLD PHELPS COMMUNITY HOSPITAL,"733 CEDAR ST GARBERVILLE, CA",GARBERVILLE,CA,95542,40.101491,-123.792756
51310,ADVENTIST HEALTH HOWARD MEMORIAL,"1 MARCELA DR WILLITS, CA",WILLITS,CA,95490,39.389777,-123.339971
51311,ORCHARD HOSPITAL,"240 SPRUCE STREET GRIDLEY, CA",GRIDLEY,CA,95948,39.366973,-121.689766
51312,MOUNTAINS COMMUNITY HOSPITAL,"29101 HOSPITAL ROAD LAKE ARROWHEAD, CA",LAKE ARROWHEAD,CA,92352,34.2659,-117.167092
51314,KERN VALLEY HEALTHCARE DISTRICT,"6412 LAUREL AVE LAKE ISABELLA, CA",LAKE ISABELLA,CA,93240,35.635351,-118.4063
51315,TRINITY HOSPITAL,"60 EASTER AVENUE WEAVERVILLE, CA",WEAVERVILLE,CA,96093,40.737579,-122.939444
51316,FAIRCHILD MEDICAL CENTER,"444 BRUCE STREET YREKA, CA",YREKA,CA,96097,41.718579,-122.645457
51318,REDWOOD MEMORIAL HOSPITAL,"3300 RENNER DRIVE FORTUNA, CA",FORTUNA,CA,95540,40.583071,-124.135942
51319,MERCY MEDICAL CENTER MT SHASTA,"914 PINE STREET MOUNT SHASTA, CA",MOUNT SHASTA,CA,96067,41.317764,-122.321554
51320,BANNER LASSEN MEDICAL CENTER,"1800 SPRING RIDGE DRIVE SUSANVILLE, CA",SUSANVILLE,CA,96130,40.438197,-120.627429
51321,HEALDSBURG DISTRICT HOSPITAL,"1375 UNIVERSITY AVENUE HEALDSBURG, CA",HEALDSBURG,CA,95448,38.626583,-122.863741
51323,COLORADO RIVER MEDICAL CENTER,"1401 BAILEY AVE NEEDLES, CA",NEEDLES,CA,92363,34.832836,-114.618317
51324,NORTHERN INYO HOSPITAL,"150 PIONEER LANE BISHOP, CA",BISHOP,CA,93514,37.362108,-118.407362
51325,MENDOCINO COAST DISTRICT HOSPITAL,"700 RIVER DR FORT BRAGG, CA",FORT BRAGG,CA,95437,39.432613,-123.800797
51326,PLUMAS DISTRICT HOSPITAL,"1065 BUCKS LAKE ROAD QUINCY, CA",QUINCY,CA,95971,39.934767,-120.919251
51327,SENECA DISTRICT HOSPITAL,"130 BRENTWOOD DRIVE CHESTER, CA",CHESTER,CA,96020,40.305302,-121.234018
51328,TAHOE FOREST HOSPITAL,"10121 PINE AVE TRUCKEE, CA",TRUCKEE,CA,96161,39.325163,-120.201344
51329,SUTTER LAKESIDE HOSPITAL,"5176 HILL ROAD EAST LAKEPORT, CA",LAKEPORT,CA,95453,39.105175,-122.908238
51330,MODOC MEDICAL CENTER,"228 W MCDOWELL AVE ALTURAS, CA",ALTURAS,CA,96101,41.479949,-120.545503
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,"2050 VIBORG RD SOLVANG, CA",SOLVANG,CA,93463,34.602465,-120.126643
51332,MARK TWAIN MEDICAL CENTER,"768 MOUNTAIN RANCH RD SAN ANDREAS, CA",SAN ANDREAS,CA,95249,38.190973,-120.670661
51333,RIDGECREST REGIONAL HOSPITAL,"1081 NORTH CHINA LAKE BLVD RIDGECREST, CA",RIDGECREST,CA,93555,35.640802,-117.669852
51334,OJAI VALLEY COMMUNITY HOSPITAL,"1306 MARICOPA HWY OJAI, CA",OJAI,CA,93023,34.442251,-119.264518
51335,BEAR VALLEY COMMUNITY HOSPITAL,"41870 GARSTIN DR BIG BEAR LAKE, CA",BIG BEAR LAKE,CA,92315,34.246023,-116.888343
53300,VALLEY CHILDREN'S HOSPITAL,"9300 VALLEY CHILDRENS PLACE MADERA, CA",MADERA,CA,93636,36.884502,-119.800266
53301,CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND,"747 52ND STREET OAKLAND, CA",OAKLAND,CA,94609,37.837326,-122.267741
53303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,"3020 CHILDRENS WAY SAN DIEGO, CA",SAN DIEGO,CA,92123,32.79826,-117.150821
53304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,"1201 W LA VETA AVE ORANGE, CA",ORANGE,CA,92868,33.78033,-117.86496
53305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD PALO ALTO, CA",PALO ALTO,CA,94304,37.437382,-122.175061
53308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,"393 S TUSTIN STREET ORANGE, CA",ORANGE,CA,92866,33.782772,-117.835745
53309,MILLER CHILDREN'S HOSPITAL,"2801 ATLANTIC AVENUE LONG BEACH, CA",LONG BEACH,CA,90806,33.807107,-118.185098
53310,SHRINERS HOSPITALS FOR CHILDREN,"3160 GENEVA STREET LOS ANGELES, CA",LOS ANGELES,CA,90020,34.067708,-118.286387
53311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,"2425 STOCKTON BOULEVARD SACRAMENTO, CA",SACRAMENTO,CA,95817,38.552993,-121.456269
60001,NORTH COLORADO MEDICAL CENTER,"1801 - 16TH STREET GREELEY, CO",GREELEY,CO,80631,40.413834,-104.709429
60003,LONGMONT UNITED HOSPITAL,"1950 MOUNTAIN VIEW AVENUE LONGMONT, CO",LONGMONT,CO,80501,40.181324,-105.126382
60004,PLATTE VALLEY MEDICAL CENTER,"1600 PRAIRIE CENTER PARKWAY BRIGHTON, CO",BRIGHTON,CO,80601,39.965441,-104.770924
60006,MONTROSE MEMORIAL HOSPITAL,"800 SOUTH 3RD STREET MONTROSE, CO",MONTROSE,CO,81401,38.480881,-107.868769
60008,SAN LUIS VALLEY HEALTH,"106 BLANCA AVE ALAMOSA, CO",ALAMOSA,CO,81101,37.47236,-105.883712
60009,LUTHERAN MEDICAL CENTER,"8300 W 38TH AVE WHEAT RIDGE, CO",WHEAT RIDGE,CO,80033,39.769328,-105.089291
60010,POUDRE VALLEY HOSPITAL,"1024 SOUTH LEMAY AVENUE FORT COLLINS, CO",FORT COLLINS,CO,80524,40.573724,-105.05786
60011,DENVER HEALTH MEDICAL CENTER,"777 BANNOCK STREET DENVER, CO",DENVER,CO,80204,39.72823,-104.990066
60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,"1008 MINNEQUA AVE PUEBLO, CO",PUEBLO,CO,81004,38.233211,-104.622789
60013,MERCY REGIONAL MEDICAL CENTER,"1010 THREE SPRINGS BLVD DURANGO, CO",DURANGO,CO,81301,37.235054,-107.824841
60014,PRESBYTERIAN ST LUKES MEDICAL CENTER,"1719 E 19TH AVE DENVER, CO",DENVER,CO,80218,39.746089,-104.967175
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,"11600 WEST 2ND PLACE LAKEWOOD, CO",LAKEWOOD,CO,80228,39.717956,-105.127494
60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,"1338 PHAY AVENUE CANON CITY, CO",CANON CITY,CO,81212,38.455747,-105.230264
60020,PARKVIEW MEDICAL CENTER INC,"400 W 16TH STREET PUEBLO, CO",PUEBLO,CO,81003,38.281678,-104.612123
60022,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,"1400 EAST BOULDER STREET COLORADO SPRINGS, CO",COLORADO SPRINGS,CO,80909,38.838812,-104.799951
60023,ST MARYS  MEDICAL CENTER,"2635 N 7TH STREET GRAND JUNCTION, CO",GRAND JUNCTION,CO,81502,39.090604,-108.561439
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,"12605 EAST 16TH AVENUE AURORA, CO",AURORA,CO,80045,39.7405,-104.8377
60027,FOOTHILLS HOSPITAL,"4747 ARAPAHOE AVENUE BOULDER, CO",BOULDER,CO,80303,40.014808,-105.236337
60028,SAINT JOSEPH HOSPITAL,"1375 EAST 19TH AVENUE DENVER, CO",DENVER,CO,80218,39.745722,-104.972135
60030,MCKEE MEDICAL CENTER,"2000 BOISE AVE LOVELAND, CO",LOVELAND,CO,80538,40.413679,-105.053599
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,"2222 NORTH NEVADA AVENUE COLORADO SPRINGS, CO",COLORADO SPRINGS,CO,80907,38.865568,-104.820123
60032,ROSE MEDICAL CENTER,"4567 E 9TH AVENUE DENVER, CO",DENVER,CO,80220,39.731076,-104.934011
60034,SWEDISH MEDICAL CENTER,"501 E HAMPDEN AVENUE ENGLEWOOD, CO",ENGLEWOOD,CO,80113,39.653136,-104.98171
60044,COLORADO PLAINS MEDICAL CENTER,"1000 LINCOLN ST FORT MORGAN, CO",FORT MORGAN,CO,80701,40.259344,-103.79621
60049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,"1024 CENTRAL PARK DR STEAMBOAT SPRINGS, CO",STEAMBOAT SPRINGS,CO,80487,40.462413,-106.81442
60054,COMMUNITY HOSPITAL,"2351 'G' ROAD GRAND JUNCTION, CO",GRAND JUNCTION,CO,81505,39.106297,-108.615312
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,"2525 SOUTH DOWNING STREET DENVER, CO",DENVER,CO,80210,39.67064,-104.973482
60065,NORTH SUBURBAN MEDICAL CENTER,"9191 GRANT ST THORNTON, CO",THORNTON,CO,80229,39.86438,-104.984783
60071,DELTA COUNTY MEMORIAL HOSPITAL,"1501 E 3RD STREET DELTA, CO",DELTA,CO,81416,38.743166,-108.047515
60075,VALLEY VIEW HOSPITAL ASSOCIATION,"1906 BLAKE AVE GLENWOOD SPRINGS, CO",GLENWOOD SPRINGS,CO,81601,39.532859,-107.322794
60076,STERLING REGIONAL MEDCENTER,"615 FAIRHURST ST STERLING, CO",STERLING,CO,80751,40.613684,-103.220524
60096,VAIL HEALTH HOSPITAL,"181 WEST MEADOW DRIVE VAIL, CO",VAIL,CO,81657,39.642949,-106.382866
60100,"MEDICAL CENTER OF AURORA, THE","1501 S POTOMAC ST AURORA, CO",AURORA,CO,80012,39.689346,-104.83115
60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,"100 HEALTH PARK DRIVE LOUISVILLE, CO",LOUISVILLE,CO,80027,39.950847,-105.149154
60104,ST ANTHONY NORTH HEALTH CAMPUS,"14300 ORCHARD PARKWAY WESTMINSTER, CO",WESTMINSTER,CO,80023,39.95581,-104.993671
60107,NATIONAL JEWISH HEALTH,"1400 JACKSON ST DENVER, CO",DENVER,CO,80206,39.740019,-104.942892
60112,SKY RIDGE MEDICAL CENTER,"10101 RIDGEGATE PARKWAY LONE TREE, CO",LONE TREE,CO,80124,39.528307,-104.873191
60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,"7700 S BROADWAY LITTLETON, CO",LITTLETON,CO,80122,39.576554,-104.988489
60114,PARKER ADVENTIST HOSPITAL,"9395 CROWN CREST BLVD PARKER, CO",PARKER,CO,80138,39.550058,-104.773433
60116,GOOD SAMARITAN MEDICAL CENTER,"200 EXEMPLA CIRCLE LAFAYETTE, CO",LAFAYETTE,CO,80026,39.969753,-105.083065
60117,"ANIMAS SURGICAL HOSPITAL, LLC","575 RIVERGATE LANE DURANGO, CO",DURANGO,CO,81301,37.248889,-107.870774
60118,ST ANTHONY SUMMIT MEDICAL CENTER,"340 PEAK ONE DRIVE FRISCO, CO",FRISCO,CO,80443,39.569988,-106.078259
60119,MEDICAL CENTER OF THE ROCKIES,"2500 ROCKY MOUNTAIN AVENUE LOVELAND, CO",LOVELAND,CO,80538,40.415194,-105.001451
60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,"11650 WEST 2ND PLACE LAKEWOOD, CO",LAKEWOOD,CO,80228,39.717952,-105.128441
60125,CASTLE ROCK ADVENTIST HOSPITAL,"2350 MEADOWS BOULEVARD CASTLE ROCK, CO",CASTLE ROCK,CO,80109,39.404112,-104.886146
60126,BANNER FORT COLLINS MEDICAL CENTER,"4700 LADY MOON DR FORT COLLINS, CO",FORT COLLINS,CO,80528,40.521117,-105.010885
60127,SCL HEALTH COMMUNITY HOSPITAL- NORTHGLENN,"11900 GRANT ST STE 100 NORTHGLENN, CO",NORTHGLENN,CO,80233,39.910988,-104.98141
61300,WEISBROD MEMORIAL COUNTY HOSPITAL,"1208 LUTHER STREET EADS, CO",EADS,CO,81036,38.480198,-102.784468
61301,RIO GRANDE HOSPITAL,"310 COUNTY RD 14 DEL NORTE, CO",DEL NORTE,CO,81132,37.674371,-106.36481
61302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,"300 WEST OTTLEY AVENUE FRUITA, CO",FRUITA,CO,81521,39.164337,-108.735901
61303,EAST MORGAN COUNTY HOSPITAL,"2400 W EDISON ST BRUSH, CO",BRUSH,CO,80723,40.254738,-103.649178
61304,HAXTUN HOSPITAL DISTRICT,"235 W FLETCHER STREET HAXTUN, CO",HAXTUN,CO,80731,40.641386,-102.630866
61305,MELISSA MEMORIAL HOSPITAL,"1001 EAST JOHNSON STREET HOLYOKE, CO",HOLYOKE,CO,80734,40.578428,-102.290249
61306,LINCOLN COMMUNITY HOSPITAL,"111 6TH ST HUGO, CO",HUGO,CO,80821,39.13766,-103.473159
61307,RANGELY DISTRICT HOSPITAL,"225 EAGLE CREST DR RANGELY, CO",RANGELY,CO,81648,40.083253,-108.80099
61308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,"19021 US HIGHWAY 285 LA JARA, CO",LA JARA,CO,81140,37.26375,-105.964095
61309,WRAY COMMUNITY DISTRICT HOSPITAL,"1017 WEST 7TH STREET WRAY, CO",WRAY,CO,80758,40.075405,-102.23466
61310,SEDGWICK COUNTY MEMORIAL HOSPITAL,"900 CEDAR STREET JULESBURG, CO",JULESBURG,CO,80737,40.993743,-102.269232
61311,SOUTHEAST COLORADO HOSPITAL,"373 E TENTH AVE SPRINGFIELD, CO",SPRINGFIELD,CO,81073,37.404165,-102.612423
61312,ESTES PARK MEDICAL CENTER,"555 PROSPECT AVENUE ESTES PARK, CO",ESTES PARK,CO,80517,40.372259,-105.514088
61313,KIT CARSON COUNTY MEMORIAL HOSPITAL,"286 - 16TH STREET BURLINGTON, CO",BURLINGTON,CO,80807,39.302378,-102.270711
61314,"MEMORIAL HOSPITAL, THE","750 HOSPITAL LOOP CRAIG, CO",CRAIG,CO,81625,40.518288,-107.57863
61315,YUMA DISTRICT HOSPITAL,"1000 WEST 8TH AVENUE YUMA, CO",YUMA,CO,80759,40.118445,-102.736654
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,"23500 US HWY 160 WALSENBURG, CO",WALSENBURG,CO,81089,37.607688,-104.819786
61317,GRAND RIVER MEDICAL CENTER,"501 AIRPORT ROAD RIFLE, CO",RIFLE,CO,81650,39.522587,-107.77201
61318,MIDDLE PARK MEDICAL CENTER,"214 SOUTH 4TH STREET KREMMLING, CO",KREMMLING,CO,80459,40.0575,-106.391183
61319,ST VINCENT GENERAL HOSPITAL DISTRICT,"822 W 4TH STREET LEADVILLE, CO",LEADVILLE,CO,80461,39.244392,-106.303302
61320,GUNNISON VALLEY HOSPITAL,"711 NORTH TAYLOR STREET GUNNISON, CO",GUNNISON,CO,81230,38.551089,-106.924321
61321,MT SAN RAFAEL HOSPITAL,"410 BENEDICTA AVENUE TRINIDAD, CO",TRINIDAD,CO,81082,37.17338,-104.488796
61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,"1000 RUSH DRIVE SALIDA, CO",SALIDA,CO,81201,38.543102,-106.007291
61323,PROWERS MEDICAL CENTER,"401 KENDALL DRIVE LAMAR, CO",LAMAR,CO,81052,38.070915,-102.609068
61324,ASPEN VALLEY HOSPITAL,"401 CASTLE CREEK ROAD ASPEN, CO",ASPEN,CO,81611,39.190057,-106.837784
61326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,"16420 W HIGHWAY 24 WOODLAND PARK, CO",WOODLAND PARK,CO,80863,38.973932,-105.074267
61327,SOUTHWEST MEMORIAL HOSPITAL,"1311 N MILDRED RD CORTEZ, CO",CORTEZ,CO,81321,37.36214,-108.572739
61328,PAGOSA SPRINGS MEDICAL CENTER,"95 SOUTH PAGOSA BOULEVARD PAGOSA SPRINGS, CO",PAGOSA SPRINGS,CO,81147,37.252776,-107.077219
61336,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,"1100 CARSON AVENUE LA JUNTA, CO",LA JUNTA,CO,81050,37.976929,-103.548742
61343,KEEFE MEMORIAL HOSPITAL,"602 N 6TH W ST CHEYENNE WELLS, CO",CHEYENNE WELLS,CO,80810,38.825887,-102.355583
63301,CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE AURORA, CO",AURORA,CO,80045,39.741635,-104.835018
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET HARTFORD, CT",HARTFORD,CT,6105,41.77508,-72.699468
70003,DAY KIMBALL HOSPITAL,"320 POMFRET STREET PUTNAM, CT",PUTNAM,CT,6260,41.907746,-71.914692
70004,SHARON HOSPITAL,"50 HOSPITAL HILL ROAD SHARON, CT",SHARON,CT,6069,41.879662,-73.481572
70005,WATERBURY HOSPITAL,"64 ROBBINS ST WATERBURY, CT",WATERBURY,CT,6721,41.558269,-73.058608
70007,LAWRENCE & MEMORIAL HOSPITAL,"365 MONTAUK AVE NEW LONDON, CT",NEW LONDON,CT,6320,41.336428,-72.103074
70010,BRIDGEPORT HOSPITAL,"267 GRANT STREET BRIDGEPORT, CT",BRIDGEPORT,CT,6610,41.188776,-73.16608
70011,CHARLOTTE HUNGERFORD HOSPITAL,"540 LITCHFIELD ST TORRINGTON, CT",TORRINGTON,CT,6790,41.790846,-73.133143
70012,ROCKVILLE GENERAL HOSPITAL,"31 UNION ST ROCKVILLE, CT",ROCKVILLE,CT,6066,41.866962,-72.450988
70017,MIDSTATE MEDICAL CENTER,"435 LEWIS AVENUE MERIDEN, CT",MERIDEN,CT,6450,41.550036,-72.803878
70018,GREENWICH HOSPITAL ASSOCIATION -,"5 PERRYRIDGE RD GREENWICH, CT",GREENWICH,CT,6830,41.034395,-73.629632
70019,"MILFORD HOSPITAL, INC","300 SEASIDE AVENUE MILFORD, CT",MILFORD,CT,6460,41.217141,-73.064332
70020,MIDDLESEX HOSPITAL,"28 CRESCENT ST MIDDLETOWN, CT",MIDDLETOWN,CT,6457,41.554865,-72.647633
70021,WINDHAM COMM MEM HOSP & HATCH HOSP,"112 MANSFIELD AVENUE WILLIMANTIC, CT",WILLIMANTIC,CT,6226,41.716569,-72.224068
